Car_Body,Car_Name,Year,Engine,Transmission,Fueltype,Mileage,Price
Hatchback,Vitz,2019,1000,Automatic,Petrol,54000,3995000
Mini Van,Hijet,2016,660,Automatic,Petrol,135000,2300000
Hatchback,Move,2021,660,Automatic,Petrol,6000,4000000
SUV,Rover,2018,1997,Automatic,Petrol,30000,59500000
Sedan,Corolla,2015,1500,Automatic,Petrol,100000,5250000
Hatchback,Dayz,2019,660,Automatic,Hybrid,786,2300000
Hatchback,Vitz,2017,996,Automatic,Petrol,92000,3725000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,95000,3900000
Hatchback,V2,2017,1300,Manual,Petrol,116000,1300000
Hatchback,Mira,2018,660,Automatic,Petrol,55000,3300000
Micro Van,Every,2015,660,Automatic,Petrol,125,2085000
Hatchback,Hustler,2019,660,Automatic,Petrol,14500,4400000
Hatchback,Mira,2021,660,Automatic,Petrol,4900,3375000
SUV,Glory,2020,1800,Automatic,Petrol,60000,5950000
SUV,Sportage,2020,1999,Automatic,Petrol,57000,6700000
Truck,Titan,2016,3500,Manual,Diesel,111,2500000
Sedan,Kizashi,2016,2400,Automatic,Petrol,37000,5500000
Hatchback,Dayz,2021,660,Automatic,Hybrid,10500,3880000
MPV,Voxy,2018,2000,Automatic,Hybrid,118000,9000000
Pick Up,X200,2022,2800,Manual,Diesel,185000,3400000
Mini Van,Bolan,2016,800,Automatic,Petrol,52000,1500000
Compact SUV,Oshan,2022,1499,Automatic,Petrol,3500,8800000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,99000,4225000
SUV,Rover,2019,1997,Automatic,Petrol,8609,67500000
Hatchback,Wagon,2020,660,Automatic,Hybrid,27500,3650000
Hatchback,Mira,2020,660,Automatic,Petrol,8500,3525000
Double Cabin,D-Max,2021,3000,Automatic,Diesel,28000,13500000
SUV,Jimny,2015,1300,Manual,Petrol,60000,3800000
Sedan,A4,2016,1400,Automatic,Petrol,105000,10800000
Coupe,CR-Z,2018,1500,Automatic,Petrol,90850,3300000
Hatchback,Vitz,2019,1000,Automatic,Petrol,37300,4050000
Crossover,Vezel,2016,1500,Automatic,Hybrid,97500,5300000
Station Wagon,Corolla,2018,1500,Automatic,Petrol,123870,6575000
Hatchback,Picanto,2022,1000,Automatic,Petrol,8000,3375000
Hatchback,Hustler,2015,660,Automatic,Petrol,1,2800000
Sedan,A3,2015,1800,Automatic,Petrol,42000,8500000
Hatchback,Aqua,2019,1500,Automatic,Hybrid,79500,6500000
Hatchback,N,2019,660,Automatic,Petrol,43000,3400000
Mini Van,Vamos,2017,660,Automatic,Petrol,150000,1250000
Hatchback,N,2015,660,Automatic,Petrol,80000,2400000
Hatchback,EK,2015,660,Automatic,Petrol,71000,2375000
Crossover,HS,2021,1500,Automatic,Petrol,63947,6800000
Hatchback,V2,2016,1300,Manual,Petrol,69000,1650000
Mini Van,Hijet,2019,660,Automatic,Petrol,92000,1750000
Sedan,A4,2018,1400,Automatic,Petrol,12250,15500000
Hatchback,Mira,2020,660,Automatic,Petrol,76000,3800000
Sedan,A6,2018,1800,Automatic,Petrol,34000,22000000
Micro Van,Every,2017,660,Automatic,Petrol,65000,2580000
Hatchback,Passo,2018,1000,Automatic,Petrol,49000,3550000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,91000,6450000
Sedan,Civic,2015,1800,Automatic,Petrol,108000,4120000
Hatchback,Mira,2018,660,Automatic,Petrol,30000,3300000
Sedan,A3,2017,1200,Automatic,Petrol,70000,7000000
SUV,Glory,2021,1498,Automatic,Petrol,45000,5600000
Sedan,Prius,2015,1800,Automatic,Petrol,144000,5735000
Hatchback,Mira,2018,660,Automatic,Petrol,56000,2650000
Mini Van,Hijet,2017,660,Automatic,Petrol,300000,2800000
Hatchback,Vitz,2018,996,Automatic,Petrol,80000,4400000
Sedan,Alsvin,2021,1500,Automatic,Petrol,60000,4270000
Hatchback,Dayz,2015,660,Automatic,Petrol,62000,2600000
Hatchback,Passo,2018,1000,Automatic,Petrol,50000,3550000
Hatchback,Alto,2019,660,Automatic,Petrol,21000,3450000
Crossover,Vezel,2017,1500,Automatic,Petrol,54000,7200000
Hatchback,Aqua,2020,1500,Automatic,Hybrid,114500,6350000
Crossover,HS,2021,1500,Automatic,Petrol,11500,8050000
Crossover,Tiggo,2022,1598,Automatic,Petrol,34500,10000000
Hatchback,Wagon,2015,660,Automatic,Petrol,95000,2950000
Hatchback,Alto,2020,660,Automatic,Petrol,10000,3700000
Hatchback,N,2017,660,Automatic,Petrol,73000,2800000
Hatchback,Vitz,2019,996,Automatic,Petrol,130000,3900000
Hatchback,V2,2016,1300,Manual,Petrol,92000,1400000
Hatchback,Mira,2019,660,Automatic,Petrol,47652,3550000
Hatchback,Vitz,2018,1000,Automatic,Petrol,49000,3885000
Crossover,Vezel,2016,1500,Automatic,Petrol,86000,6157000
MPV,Roomy,2019,1000,Automatic,Petrol,59500,3845000
Sedan,Crown,2018,2487,Automatic,Hybrid,51500,22500000
Sedan,Elantra,2021,2000,Automatic,Petrol,52000,6400000
Hatchback,Alto,2020,660,Automatic,Petrol,34000,3325000
Hatchback,Mira,2020,660,Automatic,Petrol,19000,3900000
Hatchback,Mira,2015,660,Automatic,Petrol,84000,2400000
Micro Van,Clipper,2016,660,Automatic,Petrol,280000,1875000
Hatchback,Note,2020,1198,Automatic,Hybrid,55000,6000000
Hatchback,Mehran,2017,796,Manual,Petrol,48000,1245000
Hatchback,Dayz,2017,660,Automatic,Petrol,59000,2500000
SUV,Fortuner,2022,2800,Automatic,Diesel,1400,19300000
Hatchback,Move,2017,660,Automatic,Petrol,101000,3300000
Hatchback,Alto,2019,660,Automatic,Petrol,71123,2800000
Crossover,Vezel,2019,1500,Automatic,Hybrid,173000,6000000
Hatchback,Alto,2016,660,Automatic,Petrol,123456,2395000
Sedan,Camry,2017,2500,Automatic,Petrol,36600,17800000
Crossover,Raize,2020,1000,Automatic,Petrol,12400,5875000
Sedan,Benz,2020,1500,Automatic,Petrol,15000,30000000
Hatchback,Vitz,2017,996,Automatic,Petrol,140000,3050000
Hatchback,Alto,2020,660,Automatic,Petrol,1350,3300000
Hatchback,Vitz,2016,1000,Automatic,Petrol,100000,2950000
Hatchback,Moco,2015,660,Automatic,Petrol,74000,2100000
Micro Van,Every,2016,660,Automatic,Petrol,100000,2000000
Mini Van,Hijet,2017,660,Automatic,Petrol,113000,2300000
Hatchback,Picanto,2021,998,Automatic,Petrol,20000,3000000
Hatchback,Cast,2016,660,Automatic,Petrol,59000,2880000
Hatchback,Cast,2021,660,Automatic,Petrol,12000,4560000
Hatchback,Move,2015,660,Automatic,Petrol,80000,2650000
Convertible,Benz,2021,1600,Automatic,Petrol,12500,32900000
Hatchback,Move,2015,660,Automatic,Petrol,135000,2425000
Hatchback,Dayz,2019,660,Automatic,Hybrid,45000,3790000
Hatchback,Vitz,2019,996,Automatic,Petrol,62000,4450000
Mini Van,Hijet,2016,660,Automatic,Petrol,75000,2150000
Hatchback,Vitz,2019,996,Automatic,Petrol,87000,4450000
Sedan,Grace,2015,1500,Automatic,Petrol,129000,4500000
Micro Van,Every,2018,660,Automatic,Petrol,177000,1550000
Hatchback,Vitz,2018,1000,Automatic,Petrol,950000,4300000
Micro Van,Every,2018,660,Automatic,Petrol,33000,3050000
SUV,Sportage,2021,1999,Automatic,Petrol,22000,7100000
Hatchback,Dayz,2015,660,Automatic,Petrol,86000,2300000
Single Cabin,Hilux,2016,2500,Manual,Diesel,211100,2800000
Sedan,Corolla,2022,1598,Automatic,Petrol,37,6000000
Sedan,Benz,2019,1600,Automatic,Petrol,59000,20000000
Crossover,C-HR,2017,1197,Automatic,Petrol,100000,6000000
Hatchback,Wagon,2018,660,Automatic,Hybrid,47000,3800000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,83000,3900000
Hatchback,Boon,2019,1000,Automatic,Petrol,64500,3710000
Mini Van,Hijet,2015,660,Automatic,Petrol,74000,2285000
Crossover,Vezel,2015,1500,Automatic,Hybrid,105000,5600000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,112000,4365000
Crossover,C-HR,2018,1800,Automatic,Hybrid,55000,9000000
Sedan,Civic,2021,1800,Automatic,Petrol,34500,6300000
SUV,Land,2021,4600,Automatic,Petrol,12500,75000000
Hatchback,Passo,2015,1000,Automatic,Petrol,60000,3000000
Crossover,HS,2021,1500,Automatic,Petrol,7000,7425000
Hatchback,Passo,2022,1000,Automatic,Petrol,2900,4850000
Sedan,A6,2015,1800,Automatic,Petrol,80000,12700000
Hatchback,Vitz,2019,1000,Automatic,Petrol,20000,4300000
Sedan,Prius,2016,1800,Automatic,Hybrid,116,6750000
Hatchback,Vitz,2017,1000,Automatic,Petrol,45938,4200000
Hatchback,Note,2018,1198,Automatic,Hybrid,64000,5500000
Micro Van,Every,2017,660,Automatic,Petrol,71000,2450000
Hatchback,Wagon,2015,660,Automatic,Petrol,235000,2350000
SUV,Rover,2022,1500,Automatic,Hybrid,5000,40000000
SUV,Land,2021,4600,Automatic,Petrol,12000,76000000
Hatchback,Mira,2020,660,Automatic,Petrol,78000,3900000
Hatchback,Mira,2020,660,Automatic,Petrol,15000,3500000
Hatchback,Vitz,2020,996,Automatic,Petrol,58000,4200000
Hatchback,N,2018,660,Automatic,Petrol,35000,3200000
Hatchback,Passo,2018,1000,Automatic,Petrol,150000,2985000
Hatchback,Picanto,2021,998,Manual,Petrol,24000,2350000
Hatchback,Passo,2017,1000,Automatic,Petrol,60000,3575000
Hatchback,Move,2020,660,Automatic,Petrol,8000,3550000
Hatchback,Passo,2016,1000,Automatic,Petrol,65000,3475000
Micro Van,Every,2018,660,Automatic,Petrol,159700,2600000
MPV,Freed,2018,1500,Automatic,Petrol,44000,6300000
Hatchback,Vitz,2018,996,Automatic,Petrol,40000,3795000
Crossover,C-HR,2017,1800,Automatic,Hybrid,55000,8650000
Crossover,Vezel,2015,1500,Automatic,Hybrid,131000,4280000
MPV,Esquire,2015,1800,Automatic,Petrol,88000,6500000
Hatchback,Vitz,2017,1000,Automatic,Petrol,48000,4050000
Sedan,Premio,2017,1500,Automatic,Petrol,51000,10000000
Hatchback,Hustler,2015,660,Automatic,Petrol,152776,2400000
Mini Van,Hijet,2018,660,Automatic,Petrol,255630,1760000
Sedan,Corolla,2018,1300,Automatic,Petrol,66000,4600000
Hatchback,Passo,2020,1000,Automatic,Petrol,20225,4185000
Sedan,Corolla,2019,1600,Automatic,Petrol,65000,5450000
Hatchback,N,2021,660,Automatic,Petrol,17000,3990000
Hatchback,Dayz,2021,660,Automatic,Petrol,4500,3700000
Hatchback,Alto,2021,660,Automatic,Petrol,3900,3500000
Hatchback,Vitz,2019,996,Automatic,Petrol,98000,4150000
Compact SUV,Oshan,2022,1500,Automatic,Petrol,4800,9250000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,98000,5750000
Hatchback,Z100,2021,1000,Manual,Petrol,17500,2000000
Hatchback,Alto,2015,660,Automatic,Petrol,112497,2500000
Crossover,C-HR,2017,1800,Automatic,Hybrid,69000,7500000
Crossover,C-HR,2017,1800,Automatic,Hybrid,73000,8800000
Crossover,HS,2021,1500,Automatic,Petrol,18500,7200000
Hatchback,Vitz,2018,1000,Automatic,Petrol,70000,4500000
Mini Van,Jimny,2020,660,Automatic,Petrol,26000,5350000
Hatchback,Pixis,2021,660,Automatic,Petrol,5500,4000000
Hatchback,Wagon,2020,660,Automatic,Hybrid,72000,4630000
Hatchback,N,2015,660,Automatic,Petrol,50000,2685000
Hatchback,Alto,2017,660,Automatic,Petrol,90000,1880000
Van,Sienta,2016,1500,Automatic,Hybrid,98000,5600000
Hatchback,Passo,2017,1000,Automatic,Petrol,75000,3550000
SUV,BJ40,2022,2000,Automatic,Petrol,43000,10500000
Sedan,Prius,2018,1800,Automatic,Hybrid,47000,8500000
Hatchback,Passo,2016,1000,Automatic,Petrol,72000,3200000
Hatchback,Move,2018,660,Automatic,Petrol,54088,3500000
SUV,Sportage,2019,1999,Automatic,Petrol,48000,7300000
Hatchback,Wagon,2015,660,Automatic,Petrol,92000,2625000
Sedan,Civic,2017,1800,Automatic,Petrol,107000,4800000
Hatchback,Mira,2018,660,Automatic,Petrol,77000,3195000
Compact SUV,ZS,2021,1490,Automatic,Petrol,20000,5485000
Sedan,A6,2018,1800,Automatic,Petrol,38000,21000000
Hatchback,Cultus,2015,1000,Manual,Petrol,63000,1700000
Hatchback,Alto,2017,660,Automatic,Petrol,37000,2650000
SUV,Prado,2018,2700,Automatic,Petrol,5700,31500000
Hatchback,Vitz,2015,1000,Automatic,Petrol,60000,3450000
Hatchback,Aqua,2016,1500,Automatic,Hybrid,120000,4400000
Mini Van,Hijet,2017,660,Automatic,Petrol,80000,1300000
Hatchback,Vitz,2018,1000,Automatic,Petrol,41000,4250000
Hatchback,N,2017,660,Automatic,Petrol,55000,2890000
SUV,Land,2017,4600,Automatic,Petrol,60453,50000000
Hatchback,Alto,2015,660,Automatic,Petrol,85000,2475000
Hatchback,Vitz,2016,1000,Automatic,Petrol,6100,3500000
Hatchback,Vitz,2021,1000,Automatic,Petrol,86000,4050000
Hatchback,Mira,2017,660,Automatic,Petrol,105300,3195000
Hatchback,Mehran,2019,796,Manual,Petrol,35000,1520000
Sedan,Benz,2017,1600,Automatic,Petrol,50000,17500000
Hatchback,Hustler,2020,660,Automatic,Petrol,54000,3380000
Hatchback,Alto,2020,660,Automatic,Petrol,18000,3300000
Hatchback,Vitz,2015,1000,Automatic,Petrol,51118,3045000
Hatchback,Vitz,2018,1300,Automatic,Petrol,76500,4400000
Hatchback,Move,2016,660,Automatic,Petrol,141052,2700000
SUV,Land,2017,4608,Automatic,Petrol,26500,49800000
MPV,Freed,2017,1500,Automatic,Petrol,103800,3555000
Hatchback,Vitz,2019,996,Automatic,Petrol,82000,4450000
Crossover,HS,2022,1500,Automatic,Petrol,21000,7350000
Hatchback,Dayz,2018,660,Automatic,Petrol,78904,3000000
Hatchback,Mira,2018,660,Automatic,Petrol,48000,3350000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,68000,6000000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,85000,4400000
Hatchback,N,2015,660,Automatic,Petrol,80000,2480000
Hatchback,Dayz,2019,660,Automatic,Hybrid,18000,3750000
SUV,Land,2016,4600,Automatic,Petrol,56000,44500000
Hatchback,Mirage,2016,1000,Automatic,Petrol,70000,1950000
Hatchback,Note,2016,1198,Automatic,Hybrid,67000,4395000
Hatchback,Mira,2018,660,Automatic,Petrol,41819,3750000
Sedan,Corolla,2015,1800,Automatic,Petrol,145000,3980000
Hatchback,Alto,2015,660,Automatic,Petrol,115,2200000
Hatchback,N,2017,660,Automatic,Petrol,39900,3350000
Crossover,Vezel,2015,1500,Automatic,Hybrid,83000,4575000
Hatchback,N,2020,660,Automatic,Petrol,24000,3150000
SUV,Prado,2018,2700,Automatic,Petrol,47000,34000000
Hatchback,Vitz,2020,996,Automatic,Petrol,55771,4360000
Sedan,Corolla,2018,1500,Automatic,Petrol,52000,7000000
Hatchback,Vitz,2019,996,Automatic,Petrol,33000,4850000
Crossover,Xbee,2018,1000,Automatic,Hybrid,58000,4790000
Crossover,Vezel,2017,1500,Automatic,Hybrid,50000,8500000
Hatchback,Passo,2019,1000,Automatic,Petrol,23000,4500000
Sedan,Yaris,2021,1300,Automatic,Petrol,38000,4650000
Hatchback,Passo,2022,1000,Automatic,Petrol,8000,4500000
Hatchback,Cast,2021,660,Automatic,Petrol,17000,3675000
Hatchback,Mira,2022,660,Automatic,Petrol,4000,3500000
SUV,Prado,2018,2700,Automatic,Petrol,44000,30500000
Hatchback,Hustler,2015,660,Automatic,Petrol,109000,2450000
Hatchback,Aqua,2016,1500,Automatic,Hybrid,118000,4850000
Hatchback,Ek,2020,660,Automatic,Petrol,19000,3580000
Hatchback,Vitz,2019,1000,Automatic,Petrol,64000,4600000
Hatchback,Wagon,2018,660,Automatic,Hybrid,26000,3375000
Hatchback,Passo,2015,1000,Automatic,Petrol,77000,2700000
Mini Van,Freed,2017,1500,Automatic,Petrol,65000,5300000
Hatchback,Mehran,2019,796,Manual,Petrol,58000,1500000
Hatchback,Mira,2015,660,Automatic,Petrol,105216,2495000
Hatchback,Alto,2020,660,Automatic,Petrol,55000,3600000
Hatchback,Vitz,2017,1000,Automatic,Petrol,17000,3700000
Hatchback,Corolla,2019,2000,Automatic,Hybrid,60000,8500000
Sedan,City,2017,1300,Automatic,Petrol,86000,3375000
Hatchback,Cast,2018,660,Automatic,Petrol,32000,3150000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,132000,4700000
Crossover,Vezel,2017,1500,Automatic,Hybrid,77000,7800000
Crossover,Vezel,2018,1500,Automatic,Petrol,76000,8500000
Station Wagon,Corolla,2015,1500,Automatic,Petrol,98000,4500000
SUV,Tucson,2021,1999,Automatic,Petrol,54000,8500000
Micro Van,Every,2016,660,Automatic,Petrol,38000,2800000
Sedan,Yaris,2020,1300,Manual,Petrol,35000,3800000
SUV,Tucson,2021,1999,Automatic,Petrol,54000,8600000
Crossover,C-HR,2017,1800,Automatic,Hybrid,120000,8345000
Hatchback,Mira,2018,660,Automatic,Petrol,43600,3500000
Pick Up,Mega,2018,1500,Manual,Petrol,86600,2600000
Hatchback,Mira,2021,660,Automatic,Petrol,11000,3470000
Hatchback,N,2017,660,Automatic,Petrol,90000,2650000
Hatchback,Alto,2019,660,Automatic,Petrol,58000,3400000
Hatchback,Fit,2015,1500,Automatic,Hybrid,127000,4000000
Mini Van,Flair,2020,660,Automatic,Petrol,8200,3715000
Hatchback,Hustler,2020,660,Automatic,Petrol,5500,3700000
Hatchback,Alto,2016,660,Automatic,Petrol,70000,2630000
Hatchback,N,2020,660,Automatic,Petrol,15000,4150000
Hatchback,Dayz,2020,660,Automatic,Hybrid,17000,4775000
Hatchback,Alto,2021,660,Automatic,Petrol,3000,3660000
Compact SUV,H6,2022,1500,Automatic,Petrol,12000,9450000
Hatchback,Passo,2017,1000,Automatic,Petrol,47625,3950000
Hatchback,Cultus,2019,1000,Manual,Petrol,60000,2450000
Hatchback,Vitz,2020,1000,Automatic,Petrol,120000,3800000
Hatchback,Move,2020,660,Automatic,Petrol,1400,3550000
Sedan,Corolla,2015,1300,Manual,Petrol,100000,2560000
Sedan,Yaris,2022,1500,Automatic,Petrol,26000,5025000
Hatchback,Passo,2016,1000,Automatic,Petrol,119000,3250000
Hatchback,Picanto,2021,1000,Manual,Petrol,95000,2000000
Sedan,Benz,2019,2000,Automatic,Hybrid,19000,23500000
Crossover,Vezel,2021,1500,Automatic,Hybrid,65000,12100000
SUV,Prado,2018,2700,Automatic,Petrol,18000,28500000
Hatchback,Wagon,2016,660,Automatic,Petrol,40000,2400000
Hatchback,Vitz,2015,1000,Automatic,Petrol,144918,3500000
Hatchback,Vitz,2018,1000,Automatic,Petrol,95000,3950000
MPV,Grand,2020,3342,Automatic,Petrol,62090,11000000
Hatchback,Passo,2015,1000,Automatic,Petrol,1,2500000
Hatchback,N,2017,660,Automatic,Petrol,69500,2955000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,85000,5600000
Mini Van,Hijet,2021,660,Automatic,Petrol,28000,2700000
SUV,Land,2020,4600,Automatic,Petrol,24000,68000000
Sedan,Prius,2015,1800,Automatic,Hybrid,120000,5480000
Sedan,Corolla,2015,1600,Automatic,Petrol,180000,3650000
MPV,Prius,2017,1800,Automatic,Hybrid,230000,6300000
Crossover,Glory,2021,1498,Automatic,Petrol,58000,6000000
Crossover,HS,2021,1500,Automatic,Petrol,40780,6775000
Hatchback,Passo,2020,1000,Automatic,Petrol,19000,4400000
SUV,BJ40,2022,1981,Automatic,Petrol,15000,10200000
Hatchback,Passo,2018,1000,Automatic,Petrol,78000,3700000
Hatchback,Passo,2016,1000,Automatic,Petrol,62000,3300000
MPV,Grand,2020,3342,Automatic,Petrol,66000,9600000
Hatchback,Vitz,2016,1000,Automatic,Petrol,95000,2530000
Crossover,HS,2022,1500,Automatic,Petrol,5800,8000000
Hatchback,Move,2016,660,Automatic,Petrol,52000,2800000
Hatchback,Passo,2016,1000,Automatic,Petrol,80000,3425000
Hatchback,Mira,2015,660,Automatic,Petrol,68000,2575000
Hatchback,Wagon,2018,660,Automatic,Hybrid,90000,3050000
Hatchback,Dayz,2017,660,Automatic,Petrol,147000,2590000
Crossover,C-HR,2020,1800,Automatic,Hybrid,23000,10200000
Hatchback,Mira,2015,660,Automatic,Petrol,105000,2950000
Hatchback,Vitz,2018,1000,Automatic,Petrol,66300,4290000
Hatchback,Cultus,2019,1000,Automatic,Petrol,67000,2700000
Micro Van,Clipper,2015,660,Automatic,Petrol,135625,1900000
Sedan,Corolla,2022,1798,Automatic,Petrol,25000,7350000
Micro Van,Every,2015,660,Automatic,Petrol,69000,2090000
Hatchback,Passo,2019,1000,Automatic,Petrol,28000,3840000
Hatchback,Passo,2020,1000,Automatic,Petrol,15500,4275000
High Roof,Hiace,2015,2700,Automatic,Petrol,90000,6000000
Hatchback,Pixis,2015,660,Automatic,Petrol,88000,2400000
Crossover,Vezel,2015,1500,Automatic,Hybrid,142000,5400000
Hatchback,Passo,2020,1000,Automatic,Petrol,41000,4075000
Hatchback,Passo,2018,1000,Automatic,Petrol,44000,3799000
Hatchback,Vitz,2018,996,Automatic,Petrol,78000,4150000
Crossover,Vezel,2017,1500,Automatic,Petrol,91000,8300000
Sedan,City,2016,1300,Automatic,Petrol,84000,3550000
Hatchback,Dayz,2020,660,Automatic,Hybrid,11000,3500000
Hatchback,Move,2016,660,Automatic,Petrol,71000,2775000
Hatchback,Move,2018,660,Automatic,Petrol,62000,2860000
SUV,Land,2015,4600,Automatic,Petrol,54000,32200000
Sedan,Grace,2016,1500,Automatic,Hybrid,82000,5500000
Sedan,Elantra,2022,1999,Automatic,Petrol,12285,6850000
Mini Van,Hijet,2015,660,Automatic,Petrol,108193,1465000
Micro Van,Every,2017,660,Automatic,Petrol,156000,2650000
Crossover,HS,2021,1500,Automatic,Petrol,1448,7600000
Hatchback,Mira,2020,660,Automatic,Petrol,21500,3700000
Hatchback,Pearl,2020,800,Manual,Petrol,6000,1150000
Hatchback,Vitz,2015,1000,Automatic,Petrol,110000,3350000
Hatchback,Ek,2017,660,Automatic,Petrol,70000,2750000
Hatchback,Mira,2020,660,Automatic,Petrol,51000,3875000
Hatchback,Mira,2020,660,Automatic,Petrol,68000,3750000
Sedan,A4,2019,1400,Automatic,Petrol,38000,13200000
Mini Van,Hijet,2016,660,Automatic,Petrol,170000,2100000
Hatchback,Move,2020,660,Automatic,Petrol,19000,3350000
Hatchback,Wagon,2019,1000,Manual,Petrol,22363,3200000
Hatchback,Passo,2018,1000,Automatic,Petrol,60000,3675000
Hatchback,Passo,2020,1000,Automatic,Petrol,7000,4750000
Crossover,Vezel,2016,1500,Automatic,Hybrid,100000,5855000
Hatchback,Wagon,2015,660,Automatic,Petrol,80000,2400000
Crossover,C-HR,2017,1800,Automatic,Hybrid,12345,7849000
SUV,Sportage,2022,1999,Automatic,Petrol,35000,7980000
Hatchback,Vitz,2017,1000,Automatic,Petrol,88500,3900000
Hatchback,Wagon,2019,660,Automatic,Hybrid,55000,3350000
Hatchback,N,2021,660,Automatic,Petrol,15000,3600000
Sedan,Civic,2017,1800,Automatic,Petrol,74000,5300000
Hatchback,N,2019,660,Automatic,Petrol,12345,3250000
Hatchback,Passo,2020,1000,Automatic,Petrol,19000,4250000
Compact SUV,ZS,2021,1490,Automatic,Petrol,28000,5250000
Hatchback,Vitz,2018,1000,Automatic,Petrol,55000,4490000
Hatchback,Wagon,2021,660,Automatic,Hybrid,8313,4250000
Crossover,Vezel,2019,1500,Automatic,Hybrid,35000,7600000
Hatchback,Passo,2017,996,Automatic,Petrol,45000,3400000
Sedan,Saga,2021,1299,Manual,Petrol,18000,3200000
Hatchback,Passo,2021,1000,Automatic,Petrol,41000,4000000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,40197,6050000
Coupe,CR-Z,2016,1500,Manual,Hybrid,117000,3500000
Crossover,HS,2021,1500,Automatic,Petrol,30000,7075000
Sedan,Prius,2020,1800,Automatic,Hybrid,40000,9600000
Crossover,X1,2018,1500,Automatic,Petrol,18578,12900000
Hatchback,Mira,2018,660,Automatic,Petrol,52147,3100000
Hatchback,Passo,2016,1000,Automatic,Petrol,55600,3250000
Hatchback,Note,2018,1200,Automatic,Hybrid,81000,4480000
Crossover,Vezel,2015,1500,Automatic,Petrol,106000,5700000
SUV,Prado,2017,2700,Automatic,Petrol,35000,32000000
Crossover,C-HR,2017,1797,Automatic,Hybrid,88000,7500000
Truck,Hilux,2015,3956,Automatic,Petrol,68000,18000000
Hatchback,Vitz,2015,1000,Automatic,Petrol,90000,3400000
Sedan,A5,2019,1400,Automatic,Petrol,45000,18500000
SUV,Prado,2016,2700,Automatic,Petrol,70000,25000000
Hatchback,Note,2018,1198,Automatic,Hybrid,33500,4500000
Hatchback,Hustler,2020,660,Automatic,Petrol,17800,3885000
Hatchback,Wagon,2020,660,Automatic,Hybrid,21000,4195000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,100000,4550000
Sedan,A7,2017,3000,Automatic,Petrol,44000,32500000
Hatchback,Passo,2020,1000,Automatic,Petrol,10000,4600000
MPV,Esquire,2015,1800,Automatic,Hybrid,68000,7000000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,100000,4750000
Crossover,C-HR,2018,1800,Automatic,Hybrid,28000,10200000
SUV,Land,2017,3996,Automatic,Petrol,58000,45000000
SUV,Sportage,2021,2000,Automatic,Petrol,59000,7550000
Compact sedan,City,2022,1500,Automatic,Petrol,27000,5300000
Crossover,Raize,2020,1000,Automatic,Petrol,71000,6550000
Sedan,Benz,2018,1600,Automatic,Petrol,39000,15500000
Hatchback,Vitz,2018,996,Automatic,Petrol,58000,4000000
Hatchback,Passo,2018,1000,Automatic,Petrol,90000,3800000
Hatchback,Passo,2016,1000,Automatic,Petrol,84000,3200000
Hatchback,Mira,2015,660,Automatic,Petrol,80000,2285000
Convertible,Copen,2019,660,Manual,Petrol,37800,4325000
Hatchback,Yaris,2020,1500,Automatic,Petrol,11500,4750000
Hatchback,Alto,2015,660,Automatic,Petrol,115400,2445000
Crossover,Vezel,2015,1500,Automatic,Hybrid,86000,5300000
Hatchback,Wagon,2020,660,Automatic,Hybrid,3400,3380000
Sedan,Insight,2018,1500,Automatic,Hybrid,11000,10200000
SUV,Nx,2016,2500,Automatic,Hybrid,26000,25500000
MPV,Roomy,2019,1000,Automatic,Petrol,27000,4325000
Hatchback,Alto,2020,660,Automatic,Petrol,13000,3215000
Hatchback,Cast,2016,660,Automatic,Petrol,100000,2550000
Crossover,Vezel,2016,1500,Automatic,Hybrid,63000,7000000
SUV,Prado,2018,2700,Automatic,Petrol,35000,29500000
Hatchback,Vitz,2016,1000,Automatic,Petrol,107000,3300000
Station Wagon,Corolla,2018,1500,Automatic,Petrol,125000,6500000
Hatchback,Aqua,2019,1500,Automatic,Hybrid,53000,5700000
Hatchback,Vitz,2021,1000,Automatic,Petrol,120000,3950000
Hatchback,Passo,2017,1000,Automatic,Petrol,35000,4285000
Sedan,Civic,2019,1800,Automatic,Petrol,99000,6200000
Crossover,Raize,2020,996,Automatic,Petrol,33000,7000000
Sedan,A3,2015,1800,Automatic,Petrol,109000,8000000
SUV,Prado,2017,2700,Automatic,Petrol,40000,24300000
Hatchback,Passo,2018,1000,Automatic,Petrol,49500,3875000
Hatchback,Cast,2017,660,Automatic,Petrol,22000,3200000
Crossover,Raize,2020,996,Automatic,Petrol,2000,7400000
SUV,Tucson,2021,1999,Automatic,Petrol,24000,8400000
Mini Van,Hijet,2018,660,Automatic,Petrol,110000,2785000
Hatchback,Mira,2021,660,Automatic,Petrol,1977,3475000
